Country Name;Country Code;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Macédoine du Nord;MKD;25430;25430;25430;25430;25430;25430;25430;25230;25230;25220;25220;25220;25220;25220;25220;25220;25220;25220;25220;25220;25220;25220;
Mali;MLI;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;1220190;
Malte;MLT;320;320;320;320;320;320;320;320;320;320;320;320;320;320;320;320;320;320;320;320;320;320;
Myanmar;MMR;653540;653540;653540;653540;653420;653360;653470;653520;653310;653300;653260;653290;653150;653080;653080;653080;652780;652750;652700;652700;652670;652670;
Afrique du Nord et Moyen-Orient (hors revenu élevé);MNA;8643940;8643940;8643940;8643750;8643730;8643730;8643790;8643800;8643800;8641290;8641280;8641280;8641280;8641088;8641088;8641089;8641089;8634829;8634829;8634843;8634843;8634848;
Monténégro;MNE;;;;;;;13450;13450;13450;13450;13450;13450;13450;13450;13450;13450;13450;13450;13450;13450;13450;13450;
Mongolie;MNG;1547438.742;1547438.742;1547438.968;1554686.058;1554444.019;1554444.091;1557459.093;1557459.093;1557465.087;1557465.134;1557292.418;1557251.947;1557251.946;1557253.053;1557252.921;1557255.4;1557255.4;1557255.4;1557255;1557258;1557506.803;1557507;
Mariannes;MNP;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;
Mozambique;MOZ;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;786380;
Mauritanie;MRT;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;1030700;
Maurice;MUS;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;2030;1997;1997;1997;1997;1997;1997;1997;1997;1997;1997;1997;
Malawi;MWI;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;94280;
Malaisie;MYS;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;328550;
Amérique du Nord;NAC;18127564;18127564;18127564;18127564;18127564;18127564;18127564;18127564;18113064;18113064;18113064;18113064;18113064;18113064;18113064;18113064;18113064;18113064;18113064;18113064;18113064;17936174;
Namibie;NAM;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;823290;
Nouvelle-Calédonie;NCL;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;18280;
Niger;NER;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;1266700;
Nigéria;NGA;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;910770;
Nicaragua;NIC;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;120340;
Pays-Bas;NLD;33760;33760;33760;33760;33760;33760;33760;33760;33760;33730;33730;33720;33720;33690;33690;33670;33670;33670;33670;33670;33670;33670;
Norvège;NOR;365244;365244;365244;365244;365244;365244;365244;365244;365244;365244;365244;365244;365244;365122.96;365108;365190.7;365145.73;365123;365108;365094;364285;364270;
Népal;NPL;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;143350;
Nauru;NRU;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;
Nouvelle-Zélande;NZL;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;263310;
Pays membres de l'OCDE;OED;35510645.741;35510394.52;35510923.299;35511312.077;35511030.854;35510909.63;35510288.405;35510387.18;35495387.782;35496276.784;35497717.585;35497492.786;35497911.888;35499286.748;35499972.589;35499446.23;35509557.06;35508833.78;35509442.209;35509392.216;35508595.797;35331823.404;
Oman;OMN;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;309500;
Autres petits états;OSS;2018881;2018881;2018881;2018891;2017218;2017228;2030678;2030688;2030698;2030698;2030700;2030672;2030675;2031755;2031636;2031643;2031671;2030952;2031526;2031528;2031533;2031538;
Pakistan;PAK;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;770880;
Panama;PAN;74340;74340;74340;74340;74340;74340;74340;74340;74340;74340;74340;74340;74340;74340;74120;74120;74120;74120;74180;74180;74180;74180;
Pérou;PER;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;1280000;
Philippines;PHL;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;298170;
Palaos;PLW;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;
Papouasie-Nouvelle-Guinée;PNG;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;452860;
Pologne;POL;306290;306290;306290;306240;306330;306330;306320;306320;306300;306280;306280;306230;306220;306210;306190;306190;306190;306190;306170;306110;306130;306100;
de Pré-dividende démographique;PRE;20166981;20166981;20166981;20166981;20186963.625;20187006.326;20186985.031;20187013.606;20187038.494;20184000.592;20184706.103;20184984.989;20308908.12;20308688.278;20308675.185;20308727.775;20308716.459;20308710.233;20308716.714;20308719.546;20308679.829;20308679.829;
Porto Rico;PRI;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;8870;
Corée, République démocratique de;PRK;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;120410;
Portugal;PRT;91500;91500;91500;91500;91500;91470;91470;91470;91470;91590;91590;91590;91590;91605.2;91605.6;91605.6;91605.6;91605.6;91605.6;91605.6;91605.6;91605.6;
Paraguay;PRY;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;397300;
Cisjordanie et Gaza;PSE;6020;6020;6020;6020;6020;6020;6020;6020;6020;6020;6020;6020;6020;6020;6020;6020;6020;6020;6020;6020;6020;6025;
Petits états insulaires du Pacifique;PSS;64200;64200;64200;64200;64200;64200;64200;64200;64200;64200;64200;64200;64200;64200;64200;64200;64200;64150;64150;64150;64150;64150;
de Post-dividende démographique;PST;31353456.741;31353207.52;31350877.299;31351347.077;31350977.854;31350824.63;31350250.005;31350307.38;31335323.982;31336189.284;31337635.285;31337896.686;31338102.788;31335989.048;31336539.889;31336096.63;31346159.56;31345929.58;31346074.109;31346071.116;31345264.697;31168492.404;
Polynésie française;PYF;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;3471;
Qatar;QAT;11610;11610;11610;11610;11610;11610;11610;11610;11610;11610;11610;11610;11610;11610;11490;11490;11490;11490;11490;11490;11490;11490;
Roumanie;ROU;229710;229710;229870;229950;230000;229980;229980;229890;229900;230060;230050;230170;230020;230030;230080;230080;230080;230080;230080;230080;230080;230080;
Fédération de Russie;RUS;16381340;16380440;16380940;16380980;16381230;16381390;16377740;16377740;16376870;16376870;16376870;16376870;16376870;16376870;16376870;16376870;16376870;16376870;16376870;16376870;16376870;16376870;
Rwanda;RWA;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;24670;
Asie du Sud;SAS;4772630;4772630;4772630;4772630;4770947;4770947;4770947;4770947;4770947;4770947;4770947;4770947;4770947;4770947;4770947;4770130;4770157;4770157;4770124;4770124.47;4770120;4770120;
Arabie saoudite;SAU;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;2149690;
Soudan;SDN;2376000;2376000;2376000;2376000;2376000;2376000;2376000;2376000;2376000;2376000;2376000;2376000;1868000;1868000;1868000;1868000;1868000;1868000;1868000;1868000;1868000;1868000;
Sénégal;SEN;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;192530;
Singapour;SGP;670;670;675;687;689;689;694;695;700;700;702;704;706;707;709;709;709;712;714;716;718;718;
Îles Salomon;SLB;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;27990;
Sierra Leone;SLE;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;72180;
El Salvador;SLV;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;20720;
Saint-Marin;SMR;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;
Somalie;SOM;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;627340;
Serbie;SRB;;;;;;;87460;87460;87460;87460;87460;87460;87460;87460;87460;87460;87460;87460;87460;87460;84090;84090;
Afrique subsaharienne (hors revenu élevé);SSA;23616931;23616931;23616931;23616931;23765510.922;23765556.092;23765548.252;23765594.665;23765556.89;23765589.284;23766277.055;23766527.05;23890457.142;23890419.326;23890372.467;23890426.128;23890433.968;23890422.053;23890437.143;23890449.404;23890403.094;23890403.094;
Soudan du Sud;SSD;;;;;;;;;;;;;631930;631930;631930;631930;631930;631930;631930;631930;631930;631930;
Afrique subsaharienne;SSF;23617391;23617391;23617391;23617391;23765970.922;23766016.092;23766008.252;23766054.665;23766016.89;23766049.284;23766737.055;23766987.05;23890917.142;23890879.326;23890832.467;23890886.128;23890893.968;23890882.053;23890897.143;23890909.404;23890863.094;23890863.094;
Petits états;SST;2487931;2487931;2487931;2487941;2486268;2486278;2499728;2499738;2499748;2499748;2499750;2499722;2499725;2500805;2500686;2500693;2500721;2499952;2500526;2500528;2500533;2500538;
Sao Tomé-et-Principe;STP;960;960;960;960;960;960;960;960;960;960;960;960;960;960;960;960;960;960;960;960;960;960;
Suriname;SUR;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;156000;
République slovaque;SVK;48100;48100;48100;48110;48100;48100;48100;48100;48100;48090;48091;48088;48088;48088;48080;48082;48080;48080;48080;48080;48080;48080;
Slovénie;SVN;20140;20140;20140;20140;20140;20140;20140;20140;20146.2;20145.8;20146.2;20146;20145.7;20140;20140;20142.6;20142;20138.1;20136.4;20136.4;20136.4;20136.4;
Suède;SWE;407339.7;407339.7;407339.7;407339.7;407339.7;407339.7;407339.7;407339.7;407339.7;407339.7;407339.7;407339.7;407339.7;407339.7;407339.7;407310.64;407310.64;407310.64;407310.64;407283.59;407283.532;407283.54;
Eswatini;SWZ;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;17200;
Sint Maarten (Dutch part);SXM;;;;;;;;;;;;34;34;34;34;34;34;34;34;34;34;34;
Seychelles;SYC;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;460;
République arabe syrienne;SYR;183780;183780;183780;183590;183570;183570;183630;183640;183640;183640;183630;183630;183630;183630;183630;183630;183630;183630;183630;183630;183630;183630;
Îles Turques-et-Caïques;TCA;950;950;950;950;950;950;950;950;950;950;950;950;950;950;950;950;950;950;950;950;950;950;
Tchad;TCD;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;1259200;
Asie de l’Est et Pacifique (BIRD et IDA);TEA;15854637.742;15854661.942;15854121.168;15860887.758;15860525.519;15863231.891;15866314.493;15866126.893;15866156.887;15866117.134;15866436.418;15866415.947;15866448.946;15865930.383;15866293.921;15866308.4;15866011.4;15865947.4;15865923;15865926;15866144.803;15881181.47;
Europe et Asie centrale (BIRD et IDA);TEC;22890540;22889581;22888400;22888479;22888854;22888926;22986195;22985978;22985070;22985119;22985054;22985051;22984881;22984900;22983795;22988615;22988623;22988632;22988690.3;22988583.9;22985330.6;22985363;
Togo;TGO;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;54390;
Thaïlande;THA;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;510890;
Tadjikistan;TJK;139960;139960;139960;139960;139960;139960;139960;139960;139960;139960;139960;139960;139960;139960;138786;138790;138790;138790;138790;138790;138790;138790;
Turkménistan;TKM;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;469930;
Amérique latine et Caraïbes (BIRD et IDA);TLA;19913632;19913632;19913632;19913632;19913632;19913632;19913632;19913632;19913632;19913632;19913632;19913632;19913632;19913632;19913412;19913412;19913412;19913412;19913472;19912693;19912693;19912693;
Timor-Leste;TLS;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;14870;
Afrique du Nord et Moyen-Orient (BIRD et IDA);TMN;8637920;8637920;8637920;8637730;8637710;8637710;8637770;8637780;8637780;8635270;8635260;8635260;8635260;8635068;8635068;8635069;8635069;8628809;8628809;8628823;8628823;8628823;
Tonga;TON;720;720;720;720;720;720;720;720;720;720;720;720;720;720;720;720;720;720;720;720;720;720;
Asie du Sud (BIRD et IDA);TSA;4772630;4772630;4772630;4772630;4770947;4770947;4770947;4770947;4770947;4770947;4770947;4770947;4770947;4770947;4770947;4770130;4770157;4770157;4770124;4770124.47;4770120;4770120;
Afrique subsaharienne (BIRD et IDA);TSS;23617391;23617391;23617391;23617391;23765970.922;23766016.092;23766008.252;23766054.665;23766016.89;23766049.284;23766737.055;23766987.05;23890917.142;23890879.326;23890832.467;23890886.128;23890893.968;23890882.053;23890897.143;23890909.404;23890863.094;23890863.094;
Trinité-et-Tobago;TTO;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;5130;
Tunisie;TUN;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;155360;
Turquie;TUR;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;769630;
Tuvalu;TUV;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;
Tanzanie;TZA;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;885800;
Ouganda;UGA;199810;199810;199810;199810;199810;199810;199810;199810;199810;199810;200520;200520;200520;200520;200520;200520;200520;200520;200520;200520;200520;200520;
Ukraine;UKR;579350;579350;579340;579340;579340;579380;579360;579330;579320;579320;579320;579320;579320;579320;579290;579290;579290;579300;579400;579400;579400;579400;
Revenu intermédiaire, tranche supérieure;UMC;54770802;54769891.2;54767549.2;54767589.7;54767858.5;54767943.8;54865231.4;54865009.8;54864138.8;54861020;54861018;54861418;54861203;54858612;54858481;54858566;54858522;54858284;54858263.3;54857469.9;54854105.6;54869206.47;
Uruguay;URY;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;175020;
États-Unis;USA;9161920;9161920;9161920;9161920;9161920;9161920;9161920;9161920;9147420;9147420;9147420;9147420;9147420;9147420;9147420;9147420;9147420;9147420;9147420;9147420;9147420;9147420;
Ouzbékistan;UZB;435965;435911;435911;435877;435853;435849;435850;435984;435967;435945;435892;435809;435800;435789;435789;440600;440591;440588;440587;440555;440650;440653;
Saint-Vincent-et-les Grenadines;VCT;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;
Venezuela;VEN;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;882050;
Îles Vierges britanniques;VGB;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;
Îles Vierges (EU);VIR;350;350;350;350;350;350;350;350;350;350;350;350;350;350;350;350;350;350;350;350;350;350;
Viet Nam;VNM;311060;311090;310550;310070;310070;312837;312795;312558;312792;312762;313294;313284;313457;313007.33;313371;313383;313387;313403;313429;313429;313429;313429;
Vanuatu;VUT;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;12190;
Monde;WLD;129577095.51;129575915.489;129573718.494;129580844.862;129727386.322;129730128.64;129829916.777;129829688.965;129813808.786;129812249.729;129814626.785;129815636.71;129939649.903;129937877.784;129937258.304;129940891.185;129950688.955;129943403.06;129944109.579;129943267.917;129939343.221;129777684.052;
Samoa;WSM;2830;2830;2830;2830;2830;2830;2830;2830;2830;2830;2830;2830;2830;2830;2830;2830;2830;2780;2780;2780;2780;2780;
Kosovo;XKX;;;;;;;;;;;;;;;;;;;;;;;
Yémen, Rép. du;YEM;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;527970;
Afrique du Sud;ZAF;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;1213090;
Zambie;ZMB;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;743390;
Zimbabwe;ZWE;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;386850;
